jogador_id,steam_id,rank_atual
2827,76561198193494091,10
2828,76561198036177781,11
2829,76561198299665435,8
2830,76561198377840788,8
2831,76561198320339866,5
2832,76561198344947148,4
2833,76561198321396543,8
2834,76561198072578193,7
2835,76561198344603126,7
2836,76561198346864116,7
2837,76561198322782646,6
2838,76561198175973691,7
2839,76561198264127982,12
2840,76561198105402925,14
2841,76561198162057804,14
2842,76561198066047284,14
2843,76561198184769603,15
2844,76561198111851256,15
2845,76561198307056807,14
2846,76561198099212483,15
2847,76561198134318116,14
2848,76561198328688570,13
2849,76561198112784344,13
2850,76561198411333986,14
2851,76561198287331535,12
2852,76561198394762867,13
2853,76561198334640258,12
2854,76561198358293731,14
2855,76561198184426817,13
2856,76561198380182085,14
2857,76561198408236634,13
2858,76561198348736434,13
2859,76561198303780060,9
2860,76561198282317457,8
2861,76561198414024822,8
2862,76561198077797937,8
2863,76561198304409952,9
2864,76561198300561842,6
2865,76561198123553634,8
2866,76561198313825469,9
2867,76561198068656709,7
2868,76561198285509389,10
2869,76561198181597285,9
2870,76561198366287616,9
2871,76561198363243693,7
2872,76561198365598878,5
2873,76561198349792095,10
2874,76561198147312134,7
2875,76561198197619618,7
2876,76561198137190561,7
2877,76561198196135226,9
2878,76561198084241683,8
2879,76561198073412232,15
2880,76561198151655647,14
2881,76561198238626112,15
2882,76561198027888291,15
2883,76561198018536169,15
2884,76561198088754188,14
2885,76561198069343686,14
2886,76561197995367435,14
2887,76561197996310172,15
2888,76561198130558561,9
2889,76561198148972890,10
2890,76561198249750838,8
2891,76561198184253553,8
2892,76561198136501789,11
2893,76561197978936408,10
2894,76561198099362059,10
2895,76561198307867061,9
2896,76561198060524737,10
2897,76561198354723880,13
2898,76561198044341204,12
2899,76561198084813610,13
2900,76561198026066876,13
2901,76561198058797160,13
2902,76561198341723064,12
2903,76561197994161426,13
2904,76561198187171209,13
2905,76561198318945553,13
2906,76561198059173960,12
2907,76561198332104719,8
2908,76561198054125071,11
2909,76561198126888656,10
2910,76561198170259214,0
2911,76561198009758303,9
2912,76561198106007394,9
2913,76561198181233103,9
2914,76561198129696451,10
2915,76561197962594901,10
2916,76561198331597235,7
2917,76561198080444395,10
2918,76561198138059703,10
2919,76561198248091154,9
2920,76561198098776450,10
2921,76561198194003453,9
2922,76561198069563425,10
2923,76561198365052036,9
2924,76561198186047228,9
2925,76561198112477157,8
2926,76561198124307380,16
2927,76561198104633143,16
2928,76561198316243237,16
2929,76561198290878835,16
2930,76561198125143579,15
2931,76561198014098379,15
2932,76561198010311338,17
2933,76561198014359895,16
2934,76561198071003696,16
2935,76561198104543260,16
2936,76561198077829948,17
2937,76561198070843101,14
2938,76561198347578739,16
2939,76561198286480122,16
2940,76561198109388094,13
2941,76561198047719387,16
2942,76561198066134875,16
2943,76561198120523490,7
2944,76561198159121615,9
2945,76561198129742649,12
2946,76561198380917905,7
2947,76561198216797989,9
2948,76561198377474687,9
2949,76561198172023547,5
2950,76561198163440810,6
2951,76561198366488103,8
2952,76561198346647293,7
2953,76561198142395474,9
2954,76561198354484371,9
2955,76561198209454343,10
2956,76561198199159602,10
2957,76561198256914384,9
2958,76561198073032277,10
2959,76561198298262784,9
2960,76561198397692563,10
2961,76561198314126139,9
2962,76561197961237229,16
2963,76561197994373881,17
2964,76561197980160176,16
2965,76561198016317631,14
2966,76561198142837226,15
2967,76561198010326578,15
2968,76561198067080146,16
2969,76561198164588981,16
2970,76561198193825577,16
2971,76561198001998716,16
2972,76561198030130660,9
2973,76561198205158431,10
2974,76561198129954064,10
2975,76561198158037664,9
2976,76561198203063378,9
2977,76561198383994137,10
2978,76561198262664486,10
2979,76561198009778776,10
2980,76561198350774628,8
2981,76561197989762438,10
2982,76561197989122680,10
2983,76561198217459135,6
2984,76561197984642316,6
2985,76561198215922043,9
2986,76561198273854520,9
2987,76561198066341407,9
2988,76561197986678096,10
2989,76561198347748151,12
2990,76561198094901222,10
2991,76561198064136911,14
2992,76561198181006003,13
2993,76561198305024995,13
2994,76561198272536729,15
2995,76561198094375229,13
2996,76561198274665186,15
2997,76561198053052421,11
2998,76561198136924940,14
2999,76561198094251773,13
3000,76561197960372755,14
3001,76561198111821857,14
3002,76561198036859555,14
3003,76561198250325626,14
3004,76561198103152176,14
3005,76561197960316061,14
3006,76561198075163286,14
3007,76561198165308317,14
3008,76561198378497745,8
3009,76561197962516426,8
3010,76561198220642140,7
3011,76561198304686233,7
3012,76561198153213421,8
3013,76561198148406583,5
3014,76561198124698392,6
3015,76561198164968307,7
3016,76561198271612022,8
3017,76561198195563362,9
3018,76561198178405013,7
3019,76561198078524698,8
3020,76561198306628120,8
3021,76561198395844096,7
3022,76561198293174076,7
3023,76561198105932265,8
3024,76561198132296341,8
3025,76561198350699611,8
3026,76561198327142249,5
3027,76561198298332332,8
3028,76561198125956085,13
3029,76561198051064117,12
3030,76561198058793457,9
3031,76561198249032908,11
3032,76561198154929107,12
3033,76561198039190312,13
3034,76561198073132538,12
3035,76561198129789183,13
3036,76561198123077384,14
3037,76561198164939337,13
3038,76561198253031088,15
3039,76561198340511914,16
3040,76561198317773616,16
3041,76561198075569645,16
3042,76561198364355842,16
3043,76561197989334817,14
3044,76561198070120343,17
3045,76561198289236415,16
3046,76561198218218821,17
3047,76561198154976929,16
3048,76561198349952099,10
3049,76561198267432394,10
3050,76561198105876850,7
3051,76561198064386871,9
3052,76561198372310543,11
3053,76561198253687271,7
3054,76561198062667141,14
3055,76561198037528625,11
3056,76561198044560300,14
3057,76561198049282428,14
3058,76561197998935711,12
3059,76561198302097253,6
3060,76561198170266238,10
3061,76561198389351528,7
3062,76561198389362035,8
3063,76561198398248410,7
3064,76561198403842994,9
3065,76561198165453143,9
3066,76561198119269190,8
3067,76561198360384603,8
3068,76561198009161676,9
3069,76561198010782614,9
3070,76561198066759490,10
3071,76561197988724740,9
3072,76561198314638016,9
3073,76561198064855999,9
3074,76561198041206080,9
3075,76561198273904132,10
3076,76561198124229762,10
3077,76561198206472800,10
3078,76561198123678691,15
3079,76561198351748712,15
3080,76561198131143467,16
3081,76561197970351383,16
3082,76561198190686831,16
3083,76561198115656868,15
3084,76561198053550638,15
3085,76561197997327649,16
3086,76561198030716760,14
3087,76561198324660393,13
3088,76561198355734954,12
3089,76561198122031759,13
3090,76561198033572230,12
3091,76561198309882411,13
3092,76561198239421024,13
3093,76561197999224851,13
3094,76561198200432637,13
3095,76561198043711032,13
3096,76561198150231005,12
3097,76561198098692882,12
3098,76561197988741187,13
3099,76561198024013698,13
3100,76561198271829861,12
3101,76561198260247733,13
3102,76561198153471542,12
3103,76561198225879160,14
3104,76561198314650722,13
3105,76561198215538065,12
3106,76561198170431262,10
3107,76561198095895715,10
3108,76561198310181155,9
3109,76561198187529699,11
3110,76561198346560593,10
3111,76561198149468724,10
3112,76561198276316957,7
3113,76561198021066094,10
3114,76561198299491195,11
3115,76561198298085252,10
3116,76561198051923175,14
3117,76561198346077283,12
3118,76561198003411248,15
3119,76561197985638750,14
3120,76561198002700405,13
3121,76561198299186443,15
3122,76561198054793286,11
3123,76561198123939646,14
3124,76561198017974241,16
3125,76561198000723758,14
3126,76561198287785510,7
3127,76561198095520988,7
3128,76561198148705471,7
3129,76561198160025340,6
3130,76561198145837449,7
3131,76561198047473800,7
3132,76561198053406520,7
3133,76561198257011896,7
3134,76561198143515661,5
3135,76561198183220439,7
3136,76561198351970762,10
3137,76561198097970546,10
3138,76561198391912037,9
3139,76561198336173486,11
3140,76561198121667114,10
3141,76561198339840079,10
3142,76561198213672511,9
3143,76561198065847352,13
3144,76561198302447530,14
3145,76561198080677642,12
3146,76561198321597906,12
3147,76561198274837173,16
3148,76561198258282189,7
3149,76561198356917936,10
3150,76561198146611801,11
3151,76561198348086179,11
3152,76561198208420921,9
3153,76561197988864446,10
3154,76561198172770819,10
3155,76561198373117445,10
3156,76561198342763446,10
3157,76561198343668814,15
3158,76561198217793516,16
3159,76561198018136332,16
3160,76561198085557267,16
3161,76561198283452002,15
3162,76561198170588518,16
3163,76561198375983615,16
3164,76561197977201625,15
3165,76561198390615777,15
3166,76561198054718404,14
3167,76561198368584076,13
3168,76561198317289802,14
3169,76561198239367774,14
3170,76561197961954378,12
3171,76561198372184075,13
3172,76561198111944984,11
3173,76561198132507371,8
3174,76561198068139448,11
3175,76561198116666111,9
3176,76561197983601640,10
3177,76561198086696902,9
3178,76561198097392019,2
3179,76561198168964771,8
3180,76561198059910081,12
3181,76561198116511396,10
3182,76561198308325559,0
3183,76561198134064383,18
3184,76561198197680597,16
3185,76561198240352016,17
3186,76561198286341604,17
3187,76561198252975849,16
3188,76561198174622783,13
3189,76561198334787811,17
3190,76561198329807167,16
3191,76561198082258963,17
3192,76561198065732168,7
3193,76561198043990188,8
3194,76561198095048981,7
3195,76561198382542970,7
3196,76561197978826785,6
3197,76561198354585658,7
3198,76561198190848201,6
3199,76561197995276145,7
3200,76561198211976863,8
3201,76561198055433564,8
3202,76561198355571082,9
3203,76561198352383643,9
3204,76561198201230477,9
3205,76561198377405211,7
3206,76561198058653254,7
3207,76561198315854804,9
3208,76561198310052334,8
3209,76561198394081641,8
3210,76561198179788711,8
3211,76561198317749624,7
3212,76561198205085235,8
3213,76561198389850208,5
3214,76561198403033473,3
3215,76561198362300175,10
3216,76561198356665651,6
3217,76561198080954634,9
3218,76561198398731937,9
3219,76561198093745315,13
3220,76561198210833657,14
3221,76561198123782324,14
3222,76561197989131452,15
3223,76561198344546432,10
3224,76561198344801818,10
3225,76561198093583803,10
3226,76561198103361461,10
3227,76561198068964788,10
3228,76561198029213438,10
3229,76561198003169955,9
3230,76561198139897280,10
3231,76561198388948721,10
3232,76561198320215311,10
3233,76561198078232895,11
3234,76561198022609601,9
3235,76561198192789042,9
3236,76561198232979476,10
3237,76561198167840306,10
3238,76561198343917579,10
3239,76561198093912008,8
3240,76561198084131763,4
3241,76561198195110025,7
3242,76561197983539317,7
3243,76561198144792904,7
3244,76561198127916654,7
3245,76561198216078028,7
3246,76561198220406101,8
3247,76561198315569189,9
3248,76561198013251963,7
3249,76561197996768776,7
3250,76561198398037738,11
3251,76561198167172691,10
3252,76561198359785323,10
3253,76561198095113655,10
3254,76561198385154071,10
3255,76561198256760790,11
3256,76561198014212521,9
3257,76561197989341035,9
3258,76561198324222448,11
3259,76561198377528045,11
3260,76561197968764815,11
3261,76561198116584729,10
3262,76561198193482907,10
3263,76561198413874728,12
3264,76561198130100725,9
3265,76561198026006026,12
3266,76561198043681956,10
3267,76561198075467556,10
3268,76561197985025852,12
3269,76561198340772764,11
3270,76561198030420743,11
3271,76561197975897516,11
3272,76561198046134776,11
3273,76561198062657170,11
3274,76561198263287343,12
3275,76561198380405246,9
3276,76561198041339194,8
3277,76561198171045101,8
3278,76561198330206208,7
3279,76561198093534167,8
3280,76561198364818110,11
3281,76561198113300333,12
3282,76561198333572394,13
3283,76561198039765221,13
3284,76561198303223466,11
3285,76561198148665480,11
3286,76561198353528271,12
3287,76561198274732974,14
3288,76561198033834004,14
3289,76561198065953435,13
3290,76561198141049022,14
3291,76561198124923198,14
3292,76561198052808615,13
3293,76561198152925142,14
3294,76561198378691878,14
3295,76561197990919520,14
3296,76561198127940007,10
3297,76561198119537368,12
3298,76561198068967309,12
3299,76561198141385208,12
3300,76561198285230487,10
3301,76561198098119768,12
3302,76561198073175646,11
3303,76561198065376348,11
3304,76561198313101690,11
3305,76561198271009088,11
3306,76561197960767540,11
3307,76561198249177598,11
3308,76561198322606762,12
3309,76561198311477068,11
3310,76561198294308327,11
3311,76561198352100968,10
3312,76561198297737385,9
3313,76561198259134496,11
3314,76561198300916106,10
3315,76561198271357878,12
3316,76561198106804225,11
3317,76561198157823929,12
3318,76561198174462307,11
3319,76561198055707344,9
3320,76561197992534172,9
3321,76561198014435427,9
3322,76561198275122088,10
3323,76561198183936122,7
3324,76561198195479171,8
3325,76561198018316597,9
3326,76561198283763865,8
3327,76561198085988802,9
3328,76561198301914926,10
3329,76561198095157999,0
3330,76561198272815998,9
3331,76561198203225018,8
3332,76561198292230994,8
3333,76561198099919305,8
3334,76561198115582701,5
3335,76561198314523669,9
3336,76561198267633635,8
3337,76561197980614455,9
3338,76561198259106391,12
3339,76561198334062199,9
3340,76561198263683151,10
3341,76561198353564436,11
3342,76561198314866576,11
3343,76561198038131663,10
3344,76561198260885959,9
3345,76561198195142057,11
3346,76561198062391521,10
3347,76561198280550709,12
3348,76561198166803718,11
3349,76561198339156401,11
3350,76561198102511987,11
3351,76561198065120313,10
3352,76561198048450237,10
3353,76561198090640370,9
3354,76561198087403038,10
3355,76561198319384473,10
3356,76561198033712765,11
3357,76561198197969341,12
3358,76561198237153888,13
3359,76561198144040818,13
3360,76561198043593748,12
3361,76561198139512472,13
3362,76561198176014875,13
3363,76561198078791821,13
3364,76561198170004357,12
3365,76561198344766134,12
3366,76561198206916311,10
3367,76561198196384353,10
3368,76561198370716384,10
3369,76561198142001173,10
3370,76561198161399734,10
3371,76561198009328878,11
3372,76561198268205060,11
3373,76561198075198563,11
3374,76561198027371005,11
3375,76561198219183192,10
3376,76561198365651322,9
3377,76561198061119274,7
3378,76561198211913699,9
3379,76561198322647888,7
3380,76561198272781119,9
3381,76561198324698193,8
3382,76561198274370468,9
3383,76561198130672581,9
3384,76561198305034049,9
3385,76561198014597048,9
3386,76561198293468457,9
3387,76561198213828661,9
3388,76561198240073354,9
3389,76561198267381920,10
3390,76561198127644758,9
3391,76561198322153521,9
3392,76561198347556192,9
3393,76561198166228882,9
3394,76561198081217188,16
3395,76561198019426259,16
3396,76561197999121703,16
3397,76561198015422648,17
3398,76561197979268915,17
3399,76561197967126062,16
3400,76561198078939522,16
3401,76561198015532433,16
3402,76561198129818916,16
3403,76561198112799552,16
3404,76561198148330337,7
3405,76561198083322435,9
3406,76561198252626898,9
3407,76561198042599156,8
3408,76561198106446993,9
3409,76561198378941779,9
3410,76561198169115303,9
3411,76561198156894740,7
3412,76561198187685318,8
3413,76561198401597486,8
3414,76561198371488699,9
3415,76561198013073900,9
3416,76561198295993966,10
3417,76561198093471116,9
3418,76561198195916081,9
3419,76561198054287217,9
3420,76561198106564321,6
3421,76561198562891029,9
3422,76561198275805181,11
3423,76561198012058148,14
3424,76561198255400736,14
3425,76561198311871320,15
3426,76561198074296856,16
3427,76561198333655019,14
3428,76561198013271023,13
3429,76561197988851381,0
3430,76561197987170694,10
3431,76561198048066167,12
3432,76561198117462464,11
3433,76561198136636527,8
3434,76561197975154975,11
3435,76561198067775261,11
3436,76561198078097259,11
3437,76561198220621377,10
3438,76561198279622998,10
3439,76561198032614041,10
3440,76561198271865733,5
3441,76561198129807746,9
3442,76561198302366680,4
3443,76561198165549701,4
3444,76561198388728465,9
3445,76561198196827942,11
3446,76561198133582799,12
3447,76561198299838149,9
3448,76561198257054474,9
3449,76561198306534560,14
3450,76561198042847771,14
3451,76561198129010761,14
3452,76561197986980809,14
3453,76561198307287766,12
3454,76561198218146263,14
3455,76561198081402455,12
3456,76561198288872611,11
3457,76561198190494855,13
3458,76561198111388500,14
3459,76561198337989587,11
3460,76561198195520171,12
3461,76561198010944320,12
3462,76561198027895878,13
3463,76561197969649246,9
3464,76561198342931982,9
3465,76561198189326947,10
3466,76561198299734422,9
3467,76561198190719461,10
3468,76561198244975462,10
3469,76561198342639446,9
3470,76561198201827630,9
3471,76561198199590181,10
3472,76561198001109764,14
3473,76561198009026402,14
3474,76561198105591585,14
3475,76561198148960198,14
3476,76561197965248702,0
3477,76561198021905094,14
3478,76561198026766136,12
3479,76561198063547042,10
3480,76561197971434117,11
3481,76561198259992576,11
3482,76561197972860399,11
3483,76561197960517207,9
3484,76561198081957628,11
3485,76561198118307380,11
3486,76561198269495585,11
3487,76561198233975312,10
3488,76561198140921550,11
3489,76561198075498763,10
3490,76561198177290889,12
3491,76561198285682897,12
3492,76561198140877618,10
3493,76561198345924259,11
3494,76561198069457264,11
3495,76561198203826021,13
3496,76561198047479948,11
3497,76561198329496267,11
3498,76561198260331595,10
3499,76561198259613266,11
3500,76561198059345332,11
3501,76561197966284755,13
3502,76561198032374614,14
3503,76561198129213250,14
3504,76561198034516183,14
3505,76561198061022476,15
3506,76561197984918812,14
3507,76561198060582024,13
3508,76561197969015037,14
3509,76561198345779464,14
3510,76561198084658869,11
3511,76561198049586946,11
3512,76561198052142353,11
3513,76561198051053543,10
3514,76561198368450351,11
3515,76561198163593527,10
3516,76561198168198835,11
3517,76561198258260987,11
3518,76561197983485683,12
3519,76561198090869575,13
3520,76561198060964890,12
3521,76561198096833633,12
3522,76561198287437953,13
3523,76561198192647985,13
3524,76561198264347917,13
3525,76561198121710717,12
3526,76561198340114210,8
3527,76561198148818773,9
3528,76561198276444005,7
3529,76561198317023314,6
3530,76561198317851537,8
3531,76561198084382540,7
3532,76561198104922388,8
3533,76561198359645963,8
3534,76561197966905751,8
3535,76561198273993536,8
3536,76561198186044479,5
3537,76561197961160145,7
3538,76561198132033641,5
3539,76561198086026934,8
3540,76561198295767906,9
3541,76561198346832718,9
3542,76561198277827533,9
3543,76561198282569431,11
3544,76561198206066600,11
3545,76561198281752595,10
3546,76561198202290172,8
3547,76561198388927457,7
3548,76561198176277622,8
3549,76561198397015935,6
3550,76561198319471503,5
3551,76561198131870860,9
3552,76561198178400386,8
3553,76561198363298359,8
3554,76561198319849197,8
3555,76561198233183152,7
3556,76561198334657396,0
3557,76561198376808129,11
3558,76561198115058364,10
3559,76561198165367272,9
3560,76561198125914562,11
3561,76561198233227188,11
3562,76561198195051267,10
3563,76561198379124044,12
3564,76561198401889964,5
3565,76561198110041935,7
3566,76561198019261388,10
3567,76561198264737522,10
3568,76561198122499591,11
3569,76561198045152523,10
3570,76561198361376571,10
3571,76561198169347837,10
3572,76561198072986953,10
3573,76561198109057682,11
3574,76561198341999497,10
3575,76561198206114963,7
3576,76561197979209894,8
3577,76561198143724827,7
3578,76561198315621477,8
3579,76561198025903125,8
3580,76561198118181647,9
3581,76561198048813140,8
3582,76561198075021280,9
3583,76561198122583112,8
3584,76561198074564559,4
3585,76561198035202533,0
3586,76561198198623573,12
3587,76561198262797486,9
3588,76561198272395428,10
3589,76561198320494641,12
3590,76561198058026305,8
3591,76561198316457598,12
3592,76561198097823848,13
3593,76561198081005786,10
3594,76561198361934001,10
3595,76561198160230212,9
3596,76561198164616264,10
3597,76561198048772839,10
3598,76561198075948243,9
3599,76561198039853471,8
3600,76561197965134807,10
3601,76561198089220167,9
3602,76561198104627360,9
3603,76561198356865854,16
3604,76561198075034705,16
3605,76561198094434468,15
3606,76561198271855361,14
3607,76561198262664602,16
3608,76561198287739889,13
3609,76561198195253494,18
3610,76561198321346225,0
3611,76561198380644824,16
3612,76561198039794132,17
3613,76561198208627732,13
3614,76561198218023225,13
3615,76561198188878279,13
3616,76561198224199428,13
3617,76561198189301411,13
3618,76561198056845318,13
3619,76561198028170236,14
3620,76561198228804296,13
3621,76561198257010028,13
3622,76561198007773975,16
3623,76561197998705723,15
3624,76561198317047483,13
3625,76561198022659338,16
3626,76561198202620140,16
3627,76561197995959868,16
3628,76561198166015434,16
3629,76561198108045541,16
3630,76561197997866011,17
3631,76561198030135797,15
3632,76561198139931971,11
3633,76561198176523929,11
3634,76561198082298015,10
3635,76561198123812022,8
3636,76561198151241686,8
3637,76561198028558834,10
3638,76561198323132236,10
3639,76561198222936908,11
3640,76561197995614900,10
3641,76561197988590159,9
3642,76561198314310901,12
3643,76561198162808760,13
3644,76561198363465725,12
3645,76561198140658465,9
3646,76561198252235262,12
3647,76561198365218188,13
3648,76561198241084994,12
3649,76561198313135556,13
3650,76561198073466014,11
3651,76561198322407643,13
3652,76561198096208143,13
3653,76561198098790917,0
3654,76561198001562466,13
3655,76561198179179705,13
3656,76561198191000839,14
3657,76561198369191838,12
3658,76561198043514765,4
3659,76561198213966908,6
3660,76561198141866883,8
3661,76561198188527742,7
3662,76561198103199680,7
3663,76561198313015377,8
3664,76561198092859584,7
3665,76561198212850359,7
3666,76561198161316668,7
3667,76561198197340915,7
3668,76561198133168270,7
3669,76561198282523883,12
3670,76561198074112659,8
3671,76561198197078105,11
3672,76561198187094511,10
3673,76561198130709788,9
3674,76561198137012592,13
3675,76561198284695128,12
3676,76561198074890208,12
3677,76561198262746883,11
3678,76561198092221856,12
3679,76561198330021072,12
3680,76561198289772331,11
3681,76561198288112452,12
3682,76561198395111173,12
3683,76561198183476170,14
3684,76561198083837336,12
3685,76561198279330094,14
3686,76561198345887603,14
3687,76561198263565998,14
3688,76561198381083637,13
3689,76561198307197445,14
3690,76561198361414875,13
3691,76561198083912827,13
3692,76561198370782832,12
3693,76561198076407897,12
3694,76561198368096868,11
3695,76561198067412993,12
3696,76561198362277579,13
3697,76561198335433824,12
3698,76561198303237490,12
3699,76561198181622922,12
3700,76561198263795576,12
3701,76561198046383655,13
3702,76561198187448477,16
3703,76561198134516194,14
3704,76561198074387479,15
3705,76561198057752163,14
3706,76561197964908823,15
3707,76561198056974635,15
3708,76561197987658745,15
3709,76561198282922867,14
3710,76561198118354880,15
3711,76561198059257253,13
3712,76561198033806733,12
3713,76561198128764234,12
3714,76561198316394300,12
3715,76561198324656319,11
3716,76561198184081069,13
3717,76561198147074034,12
3718,76561197995881198,13
3719,76561198039573000,10
3720,76561198049348621,11
3721,76561198352336088,12
3722,76561198377229011,12
3723,76561198352595845,11
3724,76561197994829085,11
3725,76561198165180680,11
3726,76561198268583066,8
3727,76561198248619780,11
3728,76561198091186536,10
3729,76561198053243337,11
3730,76561198056347062,7
3731,76561198355260190,7
3732,76561198221986184,8
3733,76561198183886391,7
3734,76561198287887191,7
3735,76561198138869121,6
3736,76561198024893255,6
3737,76561198245957570,8
3738,76561197962241774,7
3739,76561198058059707,10
3740,76561197980049186,10
3741,76561198224498100,10
3742,76561198131574002,11
3743,76561198281365321,10
3744,76561198236491046,9
3745,76561198164520757,9
3746,76561198309247673,10
3747,76561198309393988,10
3748,76561198238231474,10
3749,76561198363295610,14
3750,76561198355102527,15
3751,76561198325449251,14
3752,76561198336209350,14
3753,76561198367008459,14
3754,76561198321061784,14
3755,76561197999572863,16
3756,76561198048090304,16
3757,76561198029957561,12
3758,76561198165526032,16
3759,76561197969435115,16
3760,76561198010143907,17
3761,76561198015854512,16
3762,76561198168721093,16
3763,76561198197876101,16
3764,76561198070023518,16
3765,76561197990756095,10
3766,76561198044859992,10
3767,76561198032370314,11
3768,76561198153600206,10
3769,76561198118430831,10
3770,76561198259357662,10
3771,76561198160168605,8
3772,76561197982703474,10
3773,76561198122137816,9
3774,76561198135704576,10
3775,76561198164241083,11
3776,76561198038257958,11
3777,76561198126509239,11
3778,76561198152219899,12
3779,76561198099645129,11
3780,76561198116911347,11
3781,76561198138501420,12
3782,76561198035928854,11
3783,76561198220003561,7
3784,76561198251777422,10
3785,76561197992563181,16
3786,76561198049239977,16
3787,76561197981438355,16
3788,76561198198766035,16
3789,76561198318119722,16
3790,76561198080166719,16
3791,76561198206436600,15
3792,76561198190948146,15
3793,76561198005534173,15
3794,76561197983688231,15
3795,76561197993835618,14
3796,76561197980482069,14
3797,76561198104594346,15
3798,76561197988269089,15
3799,76561198288187616,15
3800,76561198053866671,14
3801,76561198187655617,14
3802,76561198353810553,15
3803,76561197975671136,11
3804,76561198313913796,8
3805,76561198360950299,11
3806,76561197977552314,10
3807,76561198104339874,8
3808,76561198132533214,8
3809,76561198273165942,7
3810,76561198058975682,14
3811,76561198045701396,17
3812,76561198156184266,16
3813,76561198077205671,16
3814,76561198200230455,17
3815,76561198276260392,17
3816,76561198194005874,15
3817,76561198049586514,18
3818,76561197972292681,18
3819,76561197977186114,15
3820,76561198123614764,10
3821,76561198152081607,11
3822,76561198071720461,11
3823,76561198156463734,10
3824,76561198115421033,11
3825,76561198214792288,11
3826,76561198218212365,11
3827,76561198121053324,10
3828,76561198408176090,10
3829,76561198156191599,7
3830,76561198234008484,9
3831,76561198099416090,9
3832,76561198118883833,11
3833,76561198306316604,10
3834,76561198079787044,9
3835,76561198067350388,11
3836,76561198242585706,10
3837,76561198128286567,12
3838,76561198273331165,0
3839,76561197970546340,17
3840,76561198347797266,16
3841,76561198217629917,16
3842,76561198393555990,16
3843,76561198059389665,15
3844,76561198107438341,16
3845,76561198116788806,15
3846,76561198152323320,15
3847,76561198169883618,16
3848,76561197962288327,16
3849,76561198011976310,15
3850,76561198102738780,14
3851,76561198044504188,13
3852,76561198206565923,14
3853,76561198388239507,10
3854,76561198339649879,9
3855,76561198103666743,10
3856,76561198316336107,8
3857,76561198385945042,11
3858,76561198130430145,9
3859,76561198315920992,8
3860,76561198274918174,7
3861,76561198377175250,10
3862,76561198153233448,7
3863,76561198066917480,6
3864,76561198049839685,7
3865,76561198313791720,7
3866,76561198228084516,7
3867,76561198339175209,6
3868,76561198035870708,6
3869,76561198031159589,7
3870,76561198100121245,6
3871,76561198211259308,7
3872,76561198251441180,15
3873,76561198134019769,13
3874,76561198140723069,15
3875,76561198345809769,13
3876,76561198040942146,14
3877,76561197991823515,14
3878,76561198231356528,13
3879,76561198122729587,13
3880,76561198189098179,14
3881,76561198154098348,15
3882,76561198251985622,10
3883,76561198168686837,10
3884,76561198280021850,10
3885,76561198395953285,11
3886,76561198395845187,10
3887,76561198371818989,9
3888,76561198291896214,9
3889,76561198253354800,9
3890,76561198343030999,8
3891,76561198216860740,9
3892,76561198015256577,9
3893,76561198069071821,8
3894,76561198215479508,7
3895,76561198265932987,9
3896,76561198159615315,10
3897,76561198032882960,9
3898,76561198274525860,9
3899,76561198367497682,10
3900,76561198134417664,9
3901,76561198297620274,9
3902,76561198174874145,7
3903,76561198181576546,7
3904,76561198159026711,9
3905,76561198315249186,11
3906,76561198168740587,8
3907,76561198267537007,11
3908,76561198263789614,8
3909,76561198358344816,8
3910,76561198321329689,9
3911,76561198099268028,10
3912,76561198402781593,10
3913,76561198263246588,7
3914,76561198259600649,7
3915,76561198169461322,11
3916,76561198381957656,9
3917,76561198119772943,10
3918,76561198097950088,10
3919,76561198291211879,11
3920,76561198308646343,10
3921,76561197989967245,10
3922,76561198347754416,9
3923,76561198365270630,9
3924,76561198024878870,9
3925,76561198201592749,8
3926,76561198302168923,8
3927,76561198280130140,11
3928,76561198223183868,9
3929,76561198113701252,9
3930,76561198308371935,11
3931,76561198331429119,8
3932,76561198310789542,8
3933,76561198165224075,9
3934,76561198315871168,8
3935,76561198310912713,9
3936,76561198053560488,8
3937,76561198085094068,8
3938,76561198042358862,8
3939,76561198055767051,9
3940,76561198168904636,8
3941,76561198074910127,9
3942,76561198323763317,10
3943,76561198091313266,9
3944,76561198254767030,9
3945,76561198322622207,10
3946,76561198168366544,8
3947,76561198283258839,9
3948,76561198277368491,10
3949,76561198327378915,9
3950,76561198162173903,11
3951,76561198137904845,10
3952,76561198078989167,10
3953,76561197991779630,10
3954,76561198174017883,11
3955,76561198365454033,10
3956,76561198084774444,11
3957,76561198188665493,10
3958,76561198355958330,9
3959,76561198180026186,9
3960,76561198259594030,9
3961,76561198333299616,9
3962,76561198128691887,10
3963,76561198311563256,9
3964,76561198084856566,9
3965,76561198170262686,12
3966,76561198198336233,12
3967,76561198062982411,13
3968,76561197996142491,12
3969,76561198112566234,12
3970,76561198244836564,13
3971,76561198117880787,12
3972,76561198154013791,14
3973,76561197985015284,14
3974,76561198260016243,12
3975,76561198218793591,11
3976,76561198241698208,14
3977,76561198139289030,14
3978,76561198049856597,14
3979,76561198069423549,11
3980,76561198137992276,12
3981,76561198210196488,13
3982,76561198118625441,12
3983,76561198254474721,11
3984,76561197984570432,13
3985,76561198149109808,13
3986,76561198075457025,13
3987,76561198007196079,13
3988,76561198156317090,13
3989,76561198118697292,12
3990,76561198139897333,10
3991,76561198188408111,12
