partida_id,arquivo_demo,mapa_id,data_hora,rank_medio
2951,synth_247664628730186570_9443531354.dem,14,09/03/2018 07:12:00 AM,11.8
2952,synth_525776455991388997_2329011296.dem,14,06/16/2018 12:22:00 PM,5.5
2953,synth_490456135975717773_6942224550.dem,14,07/02/2018 11:27:00 AM,5.1
2954,synth_823726556823851897_2556875041.dem,2,01/04/2018 11:03:00 AM,12.5
2955,synth_895535582587507137_6925095777.dem,2,12/26/2017 11:59:00 AM,16.5
2956,synth_815317294413430002_5580100501.dem,7,10/30/2017 08:10:00 PM,11.1
2957,synth_114786835085137716_7166999226.dem,16,09/13/2018 03:11:00 AM,12.6
2958,synth_296805692421283961_6816801707.dem,16,07/11/2018 06:59:00 AM,14.5
2959,synth_252707128950845727_8214541340.dem,5,10/15/2017 10:34:00 PM,7.4
2960,synth_927020713737882316_8364863786.dem,9,12/23/2017 05:31:00 PM,17.4
2961,synth_141072736378436356_5450022050.dem,19,05/25/2018 05:34:00 PM,10.0
2962,synth_511074123859567818_7017074920.dem,12,03/20/2018 11:32:00 AM,9.9
2963,synth_506247285795253878_6252050622.dem,18,12/30/2017 05:46:00 PM,8.6
2964,synth_842590486079106096_9856014528.dem,15,09/13/2018 01:34:00 AM,10.3
2965,synth_406421053434110248_6165546397.dem,8,03/29/2018 01:06:00 PM,5.4
2966,synth_921020397940056959_7567115268.dem,10,01/14/2018 11:31:00 AM,15.4
2967,synth_235057459989564190_9758010438.dem,21,05/31/2018 05:57:00 AM,12.7
2968,synth_759480527837672096_5120493367.dem,10,02/02/2018 08:31:00 AM,14.3
2969,synth_144140886886319316_9438765708.dem,19,06/28/2018 10:52:00 AM,10.4
2970,synth_716083572631208142_9250793825.dem,12,02/04/2018 06:58:00 PM,13.8
2971,synth_860197172375602964_7391865165.dem,2,03/17/2018 01:48:00 PM,13.7
2972,synth_778769603334098871_2330726685.dem,6,04/09/2018 07:43:00 AM,6.9
2973,synth_908033431596706320_7387715407.dem,17,07/30/2018 12:05:00 AM,15.0
2974,synth_649892480703610366_1035490521.dem,5,03/01/2018 01:05:00 AM,14.9
2975,synth_482779188196941619_3979052080.dem,6,01/04/2018 08:19:00 PM,15.0
2976,synth_408959992547026825_3539061295.dem,17,09/11/2018 12:40:00 AM,7.0
2977,synth_622529513618971782_3879434287.dem,21,05/14/2018 12:47:00 AM,8.0
2978,synth_889175646446326358_1503321567.dem,3,10/11/2017 08:25:00 AM,16.7
2979,synth_833321044698928470_9423545397.dem,3,04/25/2018 03:15:00 PM,7.5
2980,synth_919793963428530153_3815883207.dem,18,02/11/2018 11:41:00 PM,16.6
2981,synth_931433376426395109_5626519345.dem,10,06/06/2018 06:11:00 PM,11.9
2982,synth_371183754563430458_1042777889.dem,6,11/07/2017 06:09:00 PM,11.6
2983,synth_595387107345864258_4088779688.dem,13,03/21/2018 04:40:00 PM,9.2
2984,synth_844860518457063817_9069421401.dem,8,01/28/2018 10:06:00 PM,13.5
2985,synth_537056182213310997_9292325924.dem,8,04/11/2018 03:40:00 AM,8.7
2986,synth_842474429112655226_8581962540.dem,3,10/28/2017 08:33:00 AM,14.0
2987,synth_408935076851324971_4099264515.dem,5,04/20/2018 05:16:00 PM,12.0
2988,synth_175715905492877896_4202328733.dem,11,04/27/2018 03:38:00 PM,5.1
2989,synth_568692285164064907_2254539692.dem,5,10/16/2017 08:32:00 AM,14.3
2990,synth_849337836395164794_7477783686.dem,14,07/03/2018 02:04:00 AM,9.5
2991,synth_943018469551264418_7372913481.dem,20,03/18/2018 11:57:00 AM,11.2
2992,synth_352105319227034263_9334973919.dem,20,10/12/2017 07:48:00 PM,9.3
2993,synth_771528258445809051_3940190998.dem,8,12/26/2017 05:52:00 AM,5.5
2994,synth_284213381601559711_4602002435.dem,18,07/24/2018 06:16:00 PM,13.5
2995,synth_719042487041958066_7816103989.dem,3,07/13/2018 06:41:00 PM,10.0
2996,synth_228987192223280119_1425592896.dem,17,05/31/2018 02:00:00 PM,6.1
2997,synth_740216531639067555_9351013734.dem,7,09/10/2018 06:36:00 AM,8.9
2998,synth_295456692835632892_6927773373.dem,18,02/05/2018 03:44:00 PM,17.7
2999,synth_685670314680448359_5552686220.dem,10,11/15/2017 05:55:00 PM,9.6
3000,synth_941813755987667610_7976110464.dem,14,07/21/2018 11:49:00 PM,9.2
3001,synth_768234112876379941_7822012209.dem,14,07/19/2018 01:10:00 PM,6.8
3002,synth_939955785895344664_6874404147.dem,16,01/08/2018 07:57:00 PM,16.7
3003,synth_198664857152925162_9698566019.dem,20,10/20/2017 08:29:00 AM,10.2
3004,synth_773840644772532507_9296997904.dem,20,04/13/2018 10:24:00 AM,11.7
3005,synth_553924779846157026_4725364844.dem,14,01/23/2018 01:03:00 PM,13.9
3006,synth_908721337303591610_2023570751.dem,3,11/30/2017 11:26:00 AM,11.5
3007,synth_232383948940351018_6251767270.dem,6,03/27/2018 03:57:00 AM,13.9
3008,synth_599465471474899902_5183743925.dem,14,07/06/2018 06:03:00 AM,9.9
3009,synth_890823068204762827_4590088156.dem,1,12/21/2017 06:30:00 PM,10.3
3010,synth_979516762399323764_3933763945.dem,16,06/21/2018 12:21:00 AM,9.0
3011,synth_571717846592562786_9270139735.dem,6,07/17/2018 04:55:00 AM,14.3
3012,synth_445467563388813546_7666430337.dem,7,04/07/2018 03:32:00 AM,8.9
3013,synth_186484878589340445_7011685817.dem,17,07/01/2018 10:03:00 AM,18.0
3014,synth_960109150938408008_6752961430.dem,5,05/02/2018 06:13:00 PM,17.9
3015,synth_727076065118418930_3298706254.dem,18,06/30/2018 09:42:00 AM,10.9
3016,synth_511561754194801499_2369128946.dem,16,05/14/2018 12:51:00 PM,9.7
3017,synth_288412049069808297_1527283659.dem,17,07/03/2018 02:30:00 AM,15.4
3018,synth_259571468781758634_3996318424.dem,3,03/20/2018 10:46:00 AM,8.1
3019,synth_628353744557576806_2005511135.dem,2,10/27/2017 05:32:00 AM,9.6
3020,synth_298957425606471623_5706990827.dem,15,07/16/2018 02:19:00 PM,5.8
3021,synth_372474766094132972_2646480318.dem,17,03/25/2018 11:42:00 PM,17.3
3022,synth_970726424424338710_6877051384.dem,19,06/30/2018 02:03:00 PM,14.8
3023,synth_411007734111583102_4115304104.dem,16,06/05/2018 07:36:00 PM,5.2
3024,synth_235952408309894992_3115334130.dem,7,12/04/2017 01:03:00 PM,11.0
3025,synth_945830631884811223_8615414083.dem,3,11/09/2017 01:36:00 AM,10.6
3026,synth_209066802870969813_4015498465.dem,5,06/03/2018 09:41:00 PM,15.3
3027,synth_853014947790855304_6247663572.dem,1,02/21/2018 02:58:00 PM,12.6
3028,synth_827548815072408267_2579318978.dem,14,02/18/2018 01:54:00 AM,8.1
3029,synth_113694659481471719_5270043283.dem,6,01/15/2018 12:12:00 AM,6.9
3030,synth_291632999611496905_6058788251.dem,13,06/25/2018 07:27:00 AM,6.9
3031,synth_482940923612912444_6068159278.dem,21,07/17/2018 12:53:00 PM,6.0
3032,synth_208499913207393196_1367264080.dem,11,04/12/2018 08:02:00 AM,10.3
3033,synth_347923657128697335_1050460529.dem,2,11/06/2017 03:58:00 PM,6.2
3034,synth_478939719168318756_2246179994.dem,9,02/16/2018 01:41:00 PM,8.8
3035,synth_464850351541464664_7595735692.dem,19,04/09/2018 06:50:00 PM,11.4
3036,synth_495467232277388094_4759398350.dem,6,06/06/2018 03:18:00 PM,10.6
3037,synth_343095061692813043_4867276902.dem,19,08/02/2018 12:36:00 AM,8.0
3038,synth_962785759176315743_4988376678.dem,9,07/16/2018 03:00:00 AM,12.9
3039,synth_318758795469208675_6393779780.dem,6,09/22/2018 02:21:00 PM,13.8
3040,synth_470636631029482477_1378881159.dem,4,07/19/2018 09:21:00 PM,12.9
3041,synth_888565631997860506_9794345964.dem,19,09/27/2018 02:02:00 PM,11.1
3042,synth_966634250271384483_8616046483.dem,15,10/07/2017 09:21:00 AM,9.5
3043,synth_712924561850084984_2593502758.dem,20,12/24/2017 08:17:00 AM,11.6
3044,synth_974124950441440929_6591964922.dem,10,01/25/2018 05:04:00 PM,15.0
3045,synth_923456710659062681_5879652865.dem,18,08/03/2018 05:58:00 PM,12.4
3046,synth_273674890774408972_6748469536.dem,4,03/21/2018 02:38:00 PM,6.6
3047,synth_866738392523418214_2382145728.dem,19,09/21/2018 04:32:00 PM,6.4
3048,synth_341848420927819036_7886660877.dem,16,09/19/2018 08:01:00 PM,17.0
3049,synth_593126367110933536_2823240669.dem,1,06/25/2018 09:32:00 AM,9.9
3050,synth_837386249575385288_9510958648.dem,9,04/01/2018 12:02:00 AM,13.6
3051,synth_287357298739253279_3857788404.dem,17,06/28/2018 04:35:00 PM,5.4
3052,synth_365091929231282107_9825209194.dem,5,04/15/2018 04:05:00 PM,16.7
3053,synth_351716213169434999_8197314954.dem,7,04/20/2018 07:18:00 AM,15.9
3054,synth_857467799466603825_7425957015.dem,8,08/19/2018 01:31:00 AM,9.3
3055,synth_953587901053668491_4356652966.dem,19,09/22/2018 02:28:00 PM,14.3
3056,synth_172042556509622518_9737675876.dem,12,12/28/2017 01:09:00 PM,11.5
3057,synth_505527102345163090_9291694799.dem,14,04/21/2018 02:48:00 PM,17.1
3058,synth_871093993808906475_7705499998.dem,13,12/15/2017 02:33:00 AM,13.9
3059,synth_623017252508780644_7400228702.dem,6,02/03/2018 06:02:00 AM,7.1
3060,synth_406707107174349719_7829721168.dem,10,11/02/2017 02:22:00 PM,11.5
3061,synth_150766338814047423_9243476192.dem,1,12/31/2017 11:23:00 PM,7.7
3062,synth_854644833809959410_3691502124.dem,14,01/04/2018 04:46:00 AM,16.6
3063,synth_837790462427883760_5688510171.dem,13,06/28/2018 09:30:00 AM,11.8
3064,synth_327010665948976101_2408858138.dem,5,03/31/2018 08:08:00 PM,12.2
3065,synth_335254770232110264_7702463113.dem,2,10/17/2017 07:07:00 PM,16.8
3066,synth_809509435150333743_3838455010.dem,5,10/16/2017 05:46:00 AM,5.6
3067,synth_574549069898657484_8785406874.dem,4,03/05/2018 10:09:00 AM,12.8
3068,synth_289196245029383927_7165568509.dem,20,12/11/2017 02:16:00 AM,15.4
3069,synth_406075209731559165_5073641132.dem,5,10/21/2017 09:01:00 AM,11.6
3070,synth_237597409806315640_7968811436.dem,1,06/06/2018 02:15:00 AM,6.3
3071,synth_723311888077018149_6316552318.dem,6,01/26/2018 05:42:00 AM,6.4
3072,synth_696465262242497764_1425622919.dem,16,08/15/2018 02:16:00 PM,9.1
3073,synth_296851389715035390_2360123681.dem,3,08/04/2018 09:54:00 AM,17.8
3074,synth_316529814077141724_9231342283.dem,17,04/14/2018 10:24:00 PM,13.6
3075,synth_872215814272676735_5229459708.dem,9,10/16/2017 04:15:00 AM,9.0
3076,synth_622305116232849782_6660430161.dem,13,01/27/2018 11:29:00 PM,17.4
3077,synth_219016951077347147_1910559734.dem,4,01/14/2018 10:55:00 PM,10.9
3078,synth_148981250865105449_5925509759.dem,20,06/19/2018 05:00:00 PM,5.5
3079,synth_406815021769676183_7200416007.dem,20,10/23/2017 05:51:00 AM,7.4
3080,synth_928732119190144420_1855467330.dem,10,12/06/2017 12:28:00 AM,10.9
3081,synth_692026968515376412_5622806420.dem,19,09/02/2018 05:47:00 AM,7.9
3082,synth_120179507840284246_2517563500.dem,16,12/25/2017 03:28:00 PM,11.3
3083,synth_867125879602218959_3772663295.dem,15,09/19/2018 11:47:00 AM,13.8
3084,synth_455252400072535243_9641605995.dem,13,12/02/2017 05:39:00 PM,6.6
3085,synth_526815161973533263_4856186554.dem,6,08/02/2018 07:23:00 AM,16.7
3086,synth_686345569359281104_5708472089.dem,6,09/01/2018 04:21:00 PM,17.2
3087,synth_668152224477287298_2202351895.dem,19,10/01/2017 09:29:00 AM,12.0
3088,synth_818781378238607637_8153163719.dem,12,08/18/2018 01:43:00 PM,8.3
3089,synth_725868567956455925_5451617525.dem,11,12/29/2017 02:46:00 AM,6.4
3090,synth_283221201169801278_3345995997.dem,15,11/03/2017 04:46:00 PM,17.3
3091,synth_592026589792593184_3316412483.dem,13,09/22/2018 01:50:00 AM,12.4
3092,synth_936840268342546605_3628716044.dem,21,06/01/2018 08:45:00 PM,7.2
3093,synth_187582978238125906_3172448913.dem,12,10/26/2017 11:59:00 PM,15.8
3094,synth_225729079988068479_9570597836.dem,9,01/13/2018 11:57:00 AM,9.4
3095,synth_116183683283352698_8746762160.dem,12,02/18/2018 02:16:00 AM,11.3
3096,synth_257476806066598275_2134788976.dem,15,03/17/2018 01:06:00 AM,14.0
3097,synth_372877142442260782_7948533316.dem,13,10/27/2017 03:14:00 PM,12.4
3098,synth_596351185758094088_1764354489.dem,6,03/02/2018 01:45:00 PM,7.5
3099,synth_617808093226402097_4529589392.dem,9,02/05/2018 09:37:00 AM,13.4
3100,synth_854024997531262470_3630266574.dem,7,05/31/2018 10:22:00 AM,14.5
3101,synth_475540180016334559_6162219904.dem,9,03/25/2018 10:01:00 PM,10.1
3102,synth_168766516341689645_9632401294.dem,21,07/13/2018 08:00:00 AM,15.7
3103,synth_415655029457753582_8710354236.dem,9,10/19/2017 12:27:00 AM,9.4
3104,synth_623985779760598776_7316775183.dem,6,06/16/2018 10:48:00 PM,7.5
3105,synth_484947170317571468_8823060022.dem,2,07/23/2018 08:25:00 PM,9.2
3106,synth_691666283483518047_3736520242.dem,11,11/02/2017 05:16:00 PM,9.0
3107,synth_849852451805366049_1392814654.dem,10,01/05/2018 10:15:00 AM,5.9
3108,synth_868117781856083939_1310159026.dem,21,04/08/2018 02:19:00 PM,14.6
3109,synth_270690019139062464_5882323934.dem,13,09/18/2018 11:04:00 AM,15.9
3110,synth_325760042794387679_1009281858.dem,12,07/16/2018 10:07:00 PM,7.9
3111,synth_406339258334022537_1444141908.dem,12,12/04/2017 03:25:00 PM,12.2
3112,synth_612199697511403659_3759125251.dem,2,08/17/2018 06:50:00 PM,13.8
3113,synth_599416321500707048_2431725047.dem,13,08/17/2018 12:23:00 PM,10.1
3114,synth_675083574054093225_8757728401.dem,14,01/07/2018 09:18:00 AM,6.3
3115,synth_345928236989330158_3787392995.dem,3,06/08/2018 03:48:00 PM,9.4
3116,synth_209135677732785331_4486743585.dem,17,12/18/2017 02:36:00 PM,9.0
3117,synth_502271288301273669_2929381906.dem,11,08/22/2018 04:13:00 AM,12.6
3118,synth_979721688652235303_5365386515.dem,19,08/07/2018 05:41:00 AM,7.7
3119,synth_577999487956448526_3166900485.dem,9,03/26/2018 10:08:00 AM,6.2
3120,synth_993675870616008965_4997681208.dem,14,10/01/2018 03:58:00 PM,16.2
3121,synth_358212632933256147_5666781801.dem,21,10/01/2017 05:51:00 AM,13.4
3122,synth_444167748836122669_2572793259.dem,1,07/10/2018 02:05:00 AM,17.9
3123,synth_443806446316718275_6420356271.dem,21,08/16/2018 09:36:00 PM,8.8
3124,synth_150331478823319679_1936386486.dem,12,08/11/2018 03:33:00 AM,9.7
3125,synth_817697643545211340_4554288656.dem,21,12/04/2017 05:37:00 AM,6.3
3126,synth_134878078835789074_4342337839.dem,16,01/27/2018 12:25:00 PM,12.5
3127,synth_708313415362687043_8713995849.dem,13,12/31/2017 05:41:00 PM,17.5
3128,synth_513106684125745751_2274824856.dem,11,05/29/2018 03:20:00 PM,9.0
3129,synth_929118602586905708_4188489867.dem,6,09/15/2018 07:38:00 AM,7.6
3130,synth_974079354543049622_1328039072.dem,19,12/24/2017 08:01:00 AM,5.8
3131,synth_356790013153557588_9427261679.dem,17,07/04/2018 03:25:00 PM,9.4
3132,synth_489387402106457060_1279758430.dem,18,10/18/2017 11:47:00 PM,6.7
3133,synth_877214696418449135_9268476085.dem,14,08/26/2018 08:40:00 PM,7.6
3134,synth_711358697178904576_9203074707.dem,17,04/02/2018 05:28:00 PM,16.0
3135,synth_775519739317711584_6087122278.dem,7,05/17/2018 06:51:00 AM,11.1
3136,synth_286029426020383928_2958188210.dem,5,05/16/2018 03:14:00 PM,14.7
3137,synth_600230525704004878_2551009170.dem,4,04/07/2018 01:23:00 PM,9.1
3138,synth_859810490428669609_7563629716.dem,4,04/06/2018 11:01:00 PM,14.4
3139,synth_686215537869132192_8272633711.dem,5,10/21/2017 08:47:00 PM,16.1
3140,synth_992040602066180978_9504656360.dem,4,10/16/2017 05:02:00 AM,8.7
3141,synth_789826822890076116_5183244915.dem,18,04/15/2018 04:48:00 PM,10.9
3142,synth_946824813072890163_2340814017.dem,12,11/13/2017 10:10:00 PM,10.1
3143,synth_531455073926383447_2008016098.dem,15,09/30/2018 02:31:00 AM,8.1
3144,synth_150565124788362837_4150676304.dem,10,02/17/2018 09:59:00 PM,6.4
3145,synth_165132178428497624_9289494504.dem,17,12/23/2017 05:37:00 AM,16.1
3146,synth_794589625704479227_6751230688.dem,17,11/19/2017 09:56:00 PM,8.3
3147,synth_293715022341073516_9233253383.dem,4,08/24/2018 03:21:00 AM,16.3
3148,synth_727415214242190672_9214939409.dem,6,11/18/2017 05:40:00 PM,17.1
3149,synth_131863597164432514_5629591676.dem,17,02/23/2018 03:35:00 PM,6.2
3150,synth_138631839986101157_4413335970.dem,13,09/25/2018 12:14:00 AM,16.4
3151,synth_265397214621911303_4701932878.dem,1,11/12/2017 08:17:00 AM,12.7
3152,synth_370804392601482830_5559905401.dem,3,02/22/2018 08:28:00 PM,13.4
3153,synth_602301899285394478_5253095554.dem,19,03/07/2018 09:08:00 PM,14.6
3154,synth_466223958998207676_5661025487.dem,9,08/24/2018 08:43:00 PM,15.8
3155,synth_290014834799685303_1722327849.dem,7,02/18/2018 04:29:00 AM,7.5
3156,synth_611236024305475251_4670805090.dem,4,09/18/2018 03:21:00 AM,16.2
3157,synth_496544563642775996_9096978258.dem,13,03/18/2018 02:07:00 PM,13.9
3158,synth_968836429114735095_7837758723.dem,20,09/07/2018 09:21:00 PM,17.6
3159,synth_745201526048269882_4170051106.dem,20,01/29/2018 09:52:00 AM,5.4
3160,synth_259509556337153973_7420937723.dem,4,07/07/2018 01:15:00 PM,13.5
3161,synth_986878127193357388_7394063859.dem,21,05/24/2018 12:05:00 PM,8.8
3162,synth_387349874268224240_8400393810.dem,7,10/09/2017 12:51:00 PM,6.8
3163,synth_969940812049583995_6373311515.dem,14,07/24/2018 04:31:00 AM,8.3
3164,synth_664808334249417234_5884847004.dem,6,10/23/2017 07:27:00 AM,11.0
3165,synth_263564762603995378_4441382452.dem,20,11/28/2017 10:57:00 PM,14.9
3166,synth_669970671731939512_4732110802.dem,20,04/16/2018 05:44:00 PM,12.0
3167,synth_877518948076160770_4643967749.dem,20,08/02/2018 07:38:00 PM,10.8
3168,synth_824517464628773321_4525473511.dem,19,04/18/2018 05:46:00 PM,14.5
3169,synth_790747454155851494_6563144735.dem,13,09/08/2018 01:11:00 AM,11.2
3170,synth_617927338341881283_7793598438.dem,19,09/20/2018 11:09:00 PM,12.8
3171,synth_292915485875983496_1853875105.dem,10,12/20/2017 10:54:00 AM,15.6
3172,synth_589311505310076432_9858977321.dem,5,04/28/2018 01:17:00 PM,12.3
3173,synth_412808805737980630_8755650461.dem,8,12/14/2017 08:33:00 PM,6.8
3174,synth_810305300496483276_4927236142.dem,4,05/07/2018 01:42:00 PM,5.7
3175,synth_354488047413505785_4307290298.dem,6,09/02/2018 05:40:00 PM,12.4
3176,synth_915615693277831481_4869203337.dem,6,12/22/2017 01:46:00 AM,11.8
3177,synth_693483807414019653_6133861915.dem,20,06/07/2018 09:26:00 PM,12.3
3178,synth_733558343605852021_3905364331.dem,4,12/28/2017 09:50:00 PM,13.9
3179,synth_199932087461777516_9799105159.dem,10,02/19/2018 12:45:00 AM,7.6
3180,synth_329405148045104794_6899869729.dem,8,02/10/2018 10:47:00 AM,11.2
3181,synth_210159154968156088_3658170509.dem,3,03/19/2018 04:19:00 PM,9.7
3182,synth_106567582575869721_6623564988.dem,6,07/14/2018 02:04:00 PM,9.7
3183,synth_624662545712705944_7650111967.dem,5,11/16/2017 05:20:00 PM,14.1
3184,synth_803396931025099099_2622299922.dem,15,11/25/2017 11:27:00 AM,8.0
3185,synth_521995106751246094_3403646325.dem,5,06/21/2018 02:13:00 AM,14.7
3186,synth_100852444671036287_7098179394.dem,9,02/18/2018 12:41:00 AM,9.6
3187,synth_255810345263155657_7096403884.dem,19,04/28/2018 02:28:00 PM,11.2
3188,synth_279937998190594056_9818395029.dem,5,02/23/2018 05:08:00 PM,7.2
3189,synth_570683963338811329_4532376872.dem,19,08/16/2018 09:42:00 AM,12.0
3190,synth_382241318343035710_5014735524.dem,5,08/12/2018 06:28:00 AM,7.7
3191,synth_950369102862136953_4535414499.dem,16,03/26/2018 08:09:00 AM,10.6
3192,synth_819661024274022290_9774000659.dem,16,11/04/2017 08:51:00 PM,7.7
3193,synth_139566936089710418_3845769874.dem,13,11/12/2017 07:59:00 PM,6.9
3194,synth_833545471758699561_6348037980.dem,2,12/15/2017 12:05:00 AM,9.6
3195,synth_383105196888443660_4001273275.dem,5,11/03/2017 05:40:00 PM,16.5
3196,synth_907974928654932098_9089011753.dem,4,01/04/2018 04:07:00 PM,6.7
3197,synth_657498254218050933_4902137640.dem,11,01/21/2018 09:15:00 AM,6.2
3198,synth_481941140577158355_1549316280.dem,8,07/12/2018 12:36:00 AM,9.0
3199,synth_845051578317013419_6840202572.dem,10,09/03/2018 09:45:00 PM,8.3
3200,synth_144546772258283572_9043215360.dem,12,07/04/2018 01:51:00 AM,5.9
3201,synth_489365631718520009_4770398888.dem,8,05/26/2018 06:08:00 PM,8.9
3202,synth_407975426762057547_3743938786.dem,20,03/23/2018 09:46:00 PM,13.8
3203,synth_380157885689536537_6860235970.dem,13,11/13/2017 11:59:00 AM,14.6
3204,synth_360842690597065899_7328921841.dem,10,06/10/2018 12:08:00 PM,18.0
3205,synth_792216004157464383_7303914148.dem,15,09/07/2018 10:45:00 PM,8.8
3206,synth_273329883753965385_6010939359.dem,9,06/01/2018 07:46:00 PM,10.7
3207,synth_999046762456411079_4118078249.dem,15,10/06/2017 09:26:00 AM,11.6
3208,synth_575804779224161070_9524577160.dem,19,03/16/2018 12:18:00 PM,11.2
3209,synth_251023348286714205_6337741810.dem,18,01/01/2018 12:32:00 PM,8.7
3210,synth_381685582159818556_4555649273.dem,14,11/10/2017 04:41:00 PM,12.1
3211,synth_281000753444467538_5312207867.dem,12,09/28/2018 07:00:00 PM,11.8
3212,synth_184420204131277607_3139189793.dem,18,11/01/2017 02:48:00 PM,12.1
3213,synth_830607506500037961_2083101759.dem,18,12/13/2017 07:53:00 AM,12.8
3214,synth_800434351460055341_6062229934.dem,17,05/23/2018 11:04:00 PM,9.1
3215,synth_306703737427890515_5426165757.dem,14,07/22/2018 07:37:00 AM,17.4
3216,synth_813977339879880132_4081383592.dem,10,04/28/2018 12:24:00 PM,9.0
3217,synth_484934806896445283_6691287734.dem,1,02/04/2018 06:29:00 PM,15.3
3218,synth_109073894512064119_6641884103.dem,5,11/01/2017 11:28:00 PM,6.9
3219,synth_639461048554471154_6598597692.dem,12,08/07/2018 01:02:00 PM,11.2
3220,synth_151274680541782720_4977359870.dem,12,12/14/2017 03:53:00 PM,12.5
3221,synth_917197785704203784_6095201866.dem,10,03/25/2018 02:21:00 PM,12.3
3222,synth_450204879590202882_1990125185.dem,1,11/30/2017 01:17:00 PM,12.9
3223,synth_682537760814032247_2313922352.dem,21,08/14/2018 06:39:00 PM,9.7
3224,synth_507092383393068689_6619923950.dem,11,01/16/2018 05:43:00 PM,16.6
3225,synth_842802591070119780_4199873501.dem,13,06/13/2018 04:11:00 PM,7.3
3226,synth_834710318689039834_2809093670.dem,14,10/22/2017 02:45:00 PM,17.3
3227,synth_705065792237838568_1897978586.dem,16,01/04/2018 09:21:00 PM,5.8
3228,synth_138212537461391931_1796830988.dem,18,05/13/2018 03:24:00 PM,13.5
3229,synth_619093569574132624_4202493887.dem,8,05/16/2018 02:25:00 PM,9.2
3230,synth_815072210880513975_4795251949.dem,11,09/11/2018 07:06:00 AM,10.3
3231,synth_835025142379186484_8121693553.dem,21,07/28/2018 09:12:00 PM,11.4
3232,synth_902145988064141099_2247285692.dem,8,05/21/2018 02:06:00 AM,6.8
3233,synth_362664777869639608_8736792154.dem,13,11/09/2017 02:30:00 PM,10.9
3234,synth_261268592321691766_2910669802.dem,20,09/04/2018 05:23:00 PM,9.5
3235,synth_638730508131877369_2781595347.dem,14,03/24/2018 12:12:00 AM,12.5
3236,synth_323484942474748599_2305923071.dem,3,03/25/2018 01:32:00 PM,15.8
3237,synth_240488999135012136_1861723701.dem,18,04/18/2018 08:37:00 PM,6.8
3238,synth_766145007949210434_7071764089.dem,13,07/19/2018 02:24:00 PM,12.4
3239,synth_543045509355945316_3705375022.dem,10,11/07/2017 09:54:00 PM,5.1
3240,synth_624030911194424844_3783008927.dem,9,11/01/2017 03:40:00 AM,17.7
3241,synth_732333181876949041_6058288267.dem,17,05/20/2018 05:40:00 AM,5.9
3242,synth_848872148879216157_2611555641.dem,9,08/28/2018 09:13:00 PM,11.2
3243,synth_327203194557532603_1321028298.dem,12,11/24/2017 06:57:00 AM,6.4
3244,synth_887394727394758862_3567013221.dem,21,08/18/2018 09:58:00 PM,16.5
3245,synth_953622696926119705_8727145791.dem,18,08/04/2018 11:42:00 PM,5.6
3246,synth_190148175328646025_1762371130.dem,21,09/15/2018 12:26:00 PM,5.0
3247,synth_717659776637652465_6200647427.dem,4,03/31/2018 08:41:00 AM,15.8
3248,synth_731226992717501091_8194059524.dem,7,11/08/2017 04:23:00 PM,12.2
3249,synth_144206454230429808_8278636664.dem,10,12/14/2017 01:37:00 PM,16.6
3250,synth_693919648062111090_6891816624.dem,20,03/09/2018 09:21:00 AM,11.6
3251,synth_371772085966025764_1470265972.dem,14,07/10/2018 10:52:00 PM,7.9
3252,synth_658784262342462185_5171232392.dem,18,09/03/2018 11:26:00 PM,10.9
3253,synth_606701867808029034_1614809689.dem,5,12/04/2017 05:56:00 AM,11.1
3254,synth_110185566201783350_8610904386.dem,20,08/24/2018 10:51:00 AM,15.5
3255,synth_699527360318716880_2772142735.dem,14,10/19/2017 04:55:00 PM,10.3
3256,synth_601800285780999560_3322645252.dem,2,02/13/2018 02:36:00 PM,8.3
3257,synth_720062611175149579_9397061449.dem,11,06/23/2018 02:31:00 AM,6.9
3258,synth_563160554242437917_7700021748.dem,11,08/22/2018 10:23:00 PM,7.1
3259,synth_296337066555213037_7572449532.dem,20,08/22/2018 07:22:00 AM,5.6
3260,synth_650334615903381096_4318684760.dem,9,05/27/2018 11:59:00 PM,17.0
3261,synth_516353081798111389_9956899782.dem,9,01/15/2018 06:13:00 PM,10.2
3262,synth_166751657313136967_9509608591.dem,21,11/26/2017 06:16:00 AM,10.6
3263,synth_500760836071022700_1999988010.dem,13,12/06/2017 03:01:00 PM,10.4
3264,synth_526941462759992073_7994599036.dem,15,01/22/2018 12:01:00 PM,13.2
3265,synth_122221785657641556_4709025381.dem,21,03/03/2018 04:36:00 PM,9.3
3266,synth_760235136775914190_7446182647.dem,6,11/08/2017 01:57:00 PM,8.3
3267,synth_236943186828273947_7375775703.dem,5,08/19/2018 08:45:00 AM,11.4
3268,synth_121470829074004141_1319275768.dem,18,02/28/2018 01:55:00 AM,10.5
3269,synth_548693593125828280_2574665307.dem,8,09/27/2018 06:42:00 AM,8.3
3270,synth_967615191177598977_6437166391.dem,18,11/23/2017 12:10:00 AM,13.1
3271,synth_152393045224438475_3426596314.dem,13,12/14/2017 07:52:00 PM,14.9
3272,synth_195788971200254166_9242695140.dem,7,09/01/2018 11:04:00 AM,16.7
3273,synth_839723275288499379_5056214432.dem,1,11/20/2017 10:40:00 AM,17.2
3274,synth_428078452645678717_1055896429.dem,5,07/26/2018 09:21:00 PM,13.3
