arma_id,nome,tipo
2338,MP9-Carbon_9611,Heavy
2339,Vector-A1_3952,Pistol
2340,Magnum_6933,Pistol
2341,SG-Camo_4010,Heavy
2342,Spas-S_6134,Grenade
2343,MP5-Camo_7284,Sniper
2344,Benelli-Short_8367,Sniper
2345,P90-Elite_5774,Pistol
2346,DSR-Custom_6343,SMG
2347,Magnum-Long_8433,Pistol
2348,MP9-Custom_7329,Equipment
2349,Galil-SD_1803,Heavy
2350,USP-Short_230,Heavy
2351,DSR-Long_1060,Sniper
2352,M16-Tactical_9032,SMG
2353,UMP_9010,Shotgun
2354,Famas-Custom_2228,Shotgun
2355,Deagle-Tactical_566,Rifle
2356,CheyTac-Urban_731,Pistol
2357,Beretta-Pro_8854,Equipment
2358,Deagle-Compact_8259,Grenade
2359,G36-Long_9230,Grenade
2360,DSR-Elite_8444,Heavy
2361,G36-Tactical_9607,Sniper
2362,SCAR-S_9754,Grenade
2363,M4-Desert_218,Rifle
2364,Beretta-Short_7139,Rifle
2365,AK-Carbon_9268,Rifle
2366,AUG-Gold_2997,Sniper
2367,DSR-Urban_7350,Shotgun
2368,Magnum-Camo_2656,Equipment
2369,Beretta-Camo_5977,SMG
2370,HK-Compact_3306,Pistol
2371,AWP-Desert_1086,Heavy
2372,Uzi-A4_4321,Shotgun
2373,MP7_9067,Pistol
2374,Benelli-Carbon_4535,Pistol
2375,M4-S_2000,Grenade
2376,Beretta-Urban_4499,Sniper
2377,Mossberg-SD_2748,Rifle
2378,Beretta-Carbon_3950,Heavy
2379,M4-Silenced_8427,Rifle
2380,Kriss-Tactical_4581,Pistol
2381,AWP-Silenced_9788,Rifle
2382,Mossberg-S_6549,Pistol
2383,L96-Gold_6503,Heavy
2384,Uzi-Carbon_195,SMG
2385,Mossberg-Pro_7592,Sniper
2386,Magnum-Custom_5124,Heavy
2387,HK-A1_4095,Pistol
2388,Python-SD_3036,Sniper
2389,Thompson-SD_1387,Pistol
2390,UMP-Long_494,SMG
2391,Famas-Tactical_5985,Pistol
2392,MP7-Short_7049,Grenade
2393,MP9_6541,Grenade
2394,Spas-S_9120,Equipment
2395,Barrett-Tactical_1832,Grenade
2396,MP7-A1_5400,Shotgun
2397,SCAR-Gold_7926,Pistol
2398,Python-Compact_375,Heavy
2399,Galil-Short_431,SMG
2400,R8-Short_484,Heavy
2401,Deagle-SD_6466,Pistol
2402,Benelli_8479,Pistol
2403,Python-Short_6602,Pistol
2404,M16-Desert_9219,Heavy
2405,Thompson-Camo_54,Sniper
2406,MP7-A1_2473,SMG
2407,G36-A4_1920,SMG
2408,Python-Short_3029,Sniper
2409,AUG-Custom_3306,Equipment
2410,Intervention-Tactical_4127,Grenade
2411,Magnum-Gold_4552,Pistol
2412,Uzi-Short_9621,Pistol
2413,Kriss-Short_1893,Equipment
2414,Vector-Custom_6259,Pistol
2415,Sig-SD_7636,Sniper
2416,Glock_6829,Pistol
2417,CheyTac-Compact_782,Grenade
2418,HK-Desert_5845,Sniper
2419,Beretta-Gold_7288,Pistol
2420,Sig-Gold_3719,Grenade
2421,MP9-Compact_2922,Heavy
2422,FAL-Compact_1090,Equipment
2423,Python-A4_8761,Sniper
2424,UMP-Camo_1174,Sniper
2425,DSR-Diamond_8631,Pistol
2426,Sig-Diamond_6721,Sniper
2427,G36-Silenced_972,Shotgun
2428,DSR-Elite_4537,Equipment
2429,P90-Custom_6179,Heavy
2430,Barrett-SD_2031,Pistol
2431,Python-Silenced_5167,SMG
2432,Famas-Tactical_1110,Rifle
2433,Mossberg-S_3935,Heavy
2434,Galil-A1_9633,Sniper
2435,R8-Gold_9974,Grenade
2436,Benelli-Camo_2415,Rifle
2437,Benelli-Urban_5867,Equipment
2438,Magnum-Diamond_4026,Sniper
2439,AUG-Compact_8906,Sniper
2440,Uzi-Desert_6841,Heavy
2441,Vector-Camo_4295,Sniper
2442,Intervention-Silver_931,Pistol
2443,Mac-Desert_7357,SMG
2444,Intervention-Compact_887,Grenade
2445,G36-Compact_4080,SMG
2446,Vector-Silver_3254,Shotgun
2447,Magnum-Long_8152,Heavy
2448,FAL-Diamond_9255,Equipment
2449,AUG-Urban_1107,SMG
2450,Deagle-Carbon_4094,Shotgun
2451,L96-Silenced_6052,Rifle
2452,Galil_1711,Equipment
2453,Intervention-Long_6349,Pistol
2454,L96-Gold_986,Shotgun
2455,AA12-Desert_8813,SMG
2456,AWP-Compact_2662,Shotgun
2457,AA12-Compact_2786,Shotgun
2458,Beretta-Desert_7506,Heavy
2459,AA12-Silenced_1057,Grenade
2460,Famas-Custom_8000,Heavy
2461,P90-S_9038,Equipment
2462,Python-Urban_7513,Sniper
2463,DSR-Urban_9048,Sniper
2464,HK-Carbon_7185,Equipment
2465,Thompson-Short_1731,Equipment
2466,SCAR-Desert_630,Pistol
2467,Mac-Urban_2676,Heavy
2468,Kriss-Long_3745,Rifle
2469,UMP-Gold_4279,Shotgun
2470,USP-Silenced_3812,Heavy
2471,Mac-Elite_4098,Sniper
2472,AK-A1_1497,SMG
2473,DSR-Silenced_2100,Sniper
2474,Mossberg-Short_6851,Shotgun
2475,Benelli-Long_2547,Pistol
2476,CheyTac-Long_3764,Equipment
2477,SCAR-Urban_9465,Heavy
2478,Mossberg-Tactical_521,Heavy
2479,G36-Desert_7829,Equipment
2480,P90-Diamond_1926,Grenade
2481,Barrett-Silenced_9429,Rifle
2482,MP7-Compact_6453,SMG
2483,SG-Tactical_955,Heavy
2484,Kriss-Gold_5243,SMG
2485,CheyTac-Urban_5431,Shotgun
2486,AA12-Short_3232,Grenade
2487,Spas-SD_9198,Sniper
2488,DSR-Long_1676,SMG
2489,Python-Carbon_7316,Pistol
2490,Thompson-Elite_5916,Sniper
2491,Beretta-Diamond_4261,Equipment
2492,Spas-Desert_2737,SMG
2493,Vector-Carbon_8469,Equipment
2494,L96-A4_5474,Shotgun
2495,MP9-SD_3643,Sniper
2496,Beretta-Compact_2542,Rifle
2497,AK-SD_2058,Equipment
2498,Spas-Silenced_3615,Shotgun
2499,MP9-Diamond_4871,Grenade
2500,AWP_7498,Pistol
2501,AWP-Compact_2583,Shotgun
2502,R8-Silver_5993,Pistol
2503,FAL-Short_4115,Shotgun
2504,Python-A4_363,SMG
2505,Remington-Elite_7152,Pistol
2506,L96-Tactical_4975,Heavy
2507,Python-Long_4238,Pistol
2508,Glock_8664,Shotgun
2509,Python-Gold_8906,Shotgun
2510,FAL-SD_2110,Sniper
2511,M16-Camo_5632,Grenade
2512,Thompson-Elite_4582,Grenade
2513,Python-Tactical_2198,Equipment
2514,R8-S_7048,Shotgun
2515,Sig-Silenced_7667,Sniper
2516,Magnum-S_4384,Sniper
2517,MP5-Tactical_1429,Pistol
2518,AK-Carbon_3960,Rifle
2519,AA12-Carbon_4119,Shotgun
2520,FAL-Gold_5008,Sniper
2521,MP5-Compact_7212,Pistol
2522,AUG-Compact_2817,Grenade
2523,P90-Desert_2315,Shotgun
2524,AK-Carbon_9437,Pistol
2525,Deagle-Short_547,Heavy
2526,Magnum-Gold_2503,Grenade
2527,Barrett-Silver_3020,Sniper
2528,SG-A4_7016,Equipment
2529,Uzi-Silver_2327,Pistol
2530,Benelli-A1_4367,Heavy
2531,HK-Gold_8893,Shotgun
2532,AWP-S_5713,SMG
2533,Vector-SD_5808,Sniper
2534,SG-Compact_4522,Heavy
2535,P90_408,Rifle
2536,HK-Carbon_4405,Rifle
2537,USP-Custom_8282,Pistol
2538,SCAR-Long_77,Equipment
2539,M4-Tactical_7238,Sniper
2540,MP5-Desert_6287,SMG
2541,Vector-Compact_6849,Rifle
2542,Sig-Camo_4148,Shotgun
2543,Benelli-Short_2334,Rifle
2544,UMP_1606,Pistol
2545,L96-A1_3447,Heavy
2546,HK-Diamond_9500,Shotgun
2547,USP-Short_8629,Sniper
2548,Kriss-Elite_9648,Equipment
2549,AWP-Diamond_4065,Shotgun
2550,P90-Gold_5762,Grenade
2551,MP9-Compact_2648,Rifle
2552,AUG-A1_3461,Sniper
2553,CheyTac-A1_9215,Heavy
2554,SG-S_6509,Pistol
2555,DSR-Pro_5331,Sniper
2556,Mossberg-Custom_4670,Heavy
2557,SG-Desert_5205,Pistol
2558,P90-Desert_7617,Sniper
2559,Kriss-Carbon_6130,Heavy
2560,AA12-Camo_2858,Equipment
2561,R8-Elite_9441,SMG
2562,Thompson-A4_7796,SMG
2563,Remington-Silver_4717,Rifle
2564,Mossberg-Custom_9329,Pistol
2565,Vector-Long_3198,Shotgun
2566,FAL-Urban_7094,SMG
2567,Intervention-Short_6066,SMG
2568,Sig-Urban_3802,Equipment
2569,AWP-A1_5717,Heavy
2570,Thompson-Custom_5572,Pistol
2571,SG-Short_6908,SMG
2572,M16-Custom_6036,Rifle
2573,SCAR-Silenced_2401,Shotgun
2574,Python-SD_9920,Rifle
2575,M4-Urban_4107,Pistol
2576,Benelli-Desert_8512,Pistol
2577,Famas-Camo_2137,Shotgun
2578,Intervention-Pro_4735,Grenade
2579,Glock-Short_1354,Equipment
2580,L96-Compact_9893,Grenade
2581,Barrett-Custom_9289,Sniper
2582,Mac-Silenced_9528,Grenade
2583,M4-Elite_1072,Grenade
2584,Mossberg-Diamond_3646,Heavy
2585,Mossberg-A4_2978,Grenade
2586,M4-Camo_4289,Heavy
2587,Sig-Custom_9430,Shotgun
2588,Deagle-A4_3393,Sniper
2589,Spas-Long_6624,SMG
2590,AUG-A1_5836,Rifle
2591,Deagle-S_1545,Heavy
2592,DSR-Camo_2939,Shotgun
2593,DSR-Long_4672,SMG
2594,R8-Short_2318,Pistol
2595,Beretta_7770,Grenade
2596,SCAR-Camo_9773,Pistol
2597,Sig-Desert_1511,Pistol
2598,Famas-Urban_4167,Heavy
2599,CheyTac-Gold_546,SMG
2600,Magnum-Elite_2953,Shotgun
2601,MP9_7646,Pistol
2602,Sig-A4_6591,Rifle
2603,AA12-Carbon_7393,Rifle
2604,Thompson-Desert_1586,SMG
2605,Kriss-Gold_1914,Sniper
2606,MP9-S_2579,Pistol
2607,Spas-Camo_1061,Sniper
2608,UMP-Gold_350,SMG
2609,Remington-SD_7437,Rifle
2610,DSR-Urban_9989,Rifle
2611,AK-Compact_9096,Rifle
2612,Spas-Gold_1522,Sniper
2613,L96-Tactical_7097,Heavy
2614,L96-SD_8931,Rifle
2615,UMP-Custom_4215,Equipment
2616,USP-Carbon_3818,Sniper
2617,SCAR-Camo_9081,Pistol
2618,AUG-Elite_8272,Grenade
2619,Sig-Elite_7519,Pistol
2620,Deagle-A1_2888,Pistol
2621,MP7-Long_2433,Sniper
2622,Vector-Pro_8171,Heavy
2623,G36-Silenced_146,Pistol
2624,R8-Carbon_5137,Pistol
2625,Beretta-Silver_4065,Pistol
2626,Mossberg-S_2398,Rifle
2627,Magnum-SD_9742,Heavy
2628,CheyTac-Short_2247,Grenade
2629,M16-Pro_8172,SMG
2630,Sig-S_2299,Heavy
2631,MP7-Tactical_23,Heavy
2632,Beretta-Urban_3637,Grenade
2633,DSR-SD_579,Heavy
2634,AWP-Pro_2839,Rifle
2635,AUG_6882,Grenade
2636,SG-Short_2944,Rifle
2637,Remington-Carbon_7185,SMG
2638,Sig-SD_735,Grenade
2639,G36-S_8349,SMG
2640,Mossberg-Gold_7182,Grenade
2641,AA12-Compact_817,Shotgun
2642,CheyTac-Pro_7264,Rifle
2643,R8-Silver_7886,Shotgun
2644,UMP-Silenced_49,Sniper
2645,FAL-Diamond_8733,Rifle
2646,AUG-Urban_6398,Grenade
2647,G36-Carbon_6190,Sniper
2648,Uzi-Compact_1955,Shotgun
2649,R8-Camo_2123,SMG
2650,HK-Carbon_6323,Heavy
2651,CheyTac-Carbon_3644,Rifle
2652,M4-Short_8561,Grenade
2653,Uzi-A1_1436,Equipment
2654,Beretta-Pro_4480,Sniper
2655,AWP-Custom_4541,Sniper
2656,AK-A4_7763,Pistol
2657,P90-Elite_8414,Rifle
2658,Galil-Compact_3730,Equipment
2659,M16-A4_9905,Rifle
2660,Remington-Compact_3381,Pistol
2661,Beretta-SD_9589,Shotgun
2662,Thompson-Compact_7010,Grenade
2663,Uzi-Diamond_880,Shotgun
2664,M16-Short_7227,Sniper
2665,Sig-Elite_1604,Sniper
2666,DSR-Custom_9512,Sniper
2667,Glock-Short_2943,Heavy
2668,M16-SD_9612,Shotgun
2669,P90-Pro_4088,Heavy
2670,L96-Tactical_1174,SMG
2671,HK-Urban_57,Heavy
2672,Glock-Long_2303,Sniper
2673,Uzi-A4_7084,Heavy
2674,P90-S_6883,Shotgun
2675,MP7-Tactical_534,Grenade
2676,Beretta-Compact_6227,Pistol
2677,AWP-Short_2910,Heavy
2678,Glock-A1_2704,Rifle
2679,DSR-Gold_6850,Grenade
2680,CheyTac-Custom_4677,Grenade
2681,Glock_2894,Grenade
2682,Galil-Camo_4678,Pistol
2683,AA12-Camo_493,Rifle
2684,MP7-Long_4366,Grenade
2685,Intervention-SD_2468,Rifle
2686,AUG-Tactical_6613,SMG
2687,HK-Silenced_2244,Grenade
2688,R8-A4_6397,Heavy
2689,Kriss-Compact_7087,Shotgun
2690,Spas-Desert_6455,Shotgun
2691,M4-A4_1147,Rifle
2692,Deagle-Diamond_7638,Grenade
2693,FAL-Desert_2464,Grenade
2694,MP5-Compact_8378,Heavy
2695,Mossberg-Silver_7014,Equipment
2696,AUG_460,Grenade
2697,Mac-Pro_6146,Rifle
2698,M16-Carbon_2890,SMG
2699,Mac-Long_5919,SMG
2700,Barrett-Long_4223,Shotgun
2701,Thompson-Short_7790,Heavy
2702,P90-A4_5399,Equipment
2703,Sig-A1_7465,Equipment
2704,AUG-Urban_1124,Heavy
2705,MP5-Tactical_5588,Pistol
2706,FAL-Urban_5078,Heavy
2707,Mac-Compact_2694,Rifle
2708,Sig-Diamond_3705,Equipment
2709,Mossberg-Elite_7277,Heavy
2710,SG-Silver_8525,SMG
2711,Mossberg-Elite_1640,Rifle
2712,Intervention-Silver_1837,Heavy
2713,HK-Pro_7713,Sniper
2714,SG-Compact_2964,Rifle
2715,Mossberg-Gold_5377,Heavy
2716,DSR-Long_1896,Pistol
2717,Glock_6251,Heavy
2718,M4-Tactical_4072,Heavy
2719,Beretta-Elite_9526,Shotgun
2720,Galil-Carbon_6005,SMG
2721,MP5-Silenced_3451,SMG
2722,HK-Elite_4706,Equipment
2723,AA12-SD_3548,Heavy
2724,USP-Pro_5627,Heavy
2725,Spas-Desert_1718,Pistol
2726,Glock_7636,Heavy
2727,USP-Short_5627,Heavy
2728,Magnum-Urban_4638,Heavy
2729,Kriss-Tactical_6515,Grenade
2730,MP9-Compact_4949,Equipment
2731,L96-A1_6724,Pistol
2732,Spas-Silver_5462,Rifle
2733,Uzi-Silver_994,Pistol
2734,Famas_2194,Equipment
2735,FAL-Compact_5463,Grenade
2736,L96-Pro_1267,Sniper
2737,MP9-Desert_2257,Equipment
2738,L96-A4_3302,Grenade
2739,AUG-Tactical_4041,Grenade
2740,AK-Camo_5933,Grenade
2741,P90-Elite_2342,Pistol
2742,Famas-A1_3572,Pistol
2743,Sig-Silenced_3034,Rifle
2744,Vector-Custom_8682,SMG
2745,SG-S_6897,Grenade
2746,Beretta-Silenced_3247,Rifle
2747,Magnum-A1_9,Heavy
2748,Intervention-A1_2400,SMG
2749,M4-Camo_6394,Heavy
2750,AWP-Elite_4946,Sniper
2751,Spas-Gold_5309,Heavy
2752,Galil-Silenced_9252,Grenade
2753,UMP-S_5755,Heavy
2754,FAL-Elite_6935,Pistol
2755,Mossberg-Long_3586,Grenade
2756,G36-SD_135,Heavy
2757,Glock-Carbon_5197,Sniper
2758,MP9-Desert_8059,SMG
2759,CheyTac_6511,SMG
2760,DSR-Pro_4138,Grenade
2761,Sig-A1_7919,Pistol
2762,AK-Long_8312,Sniper
2763,M16-Camo_928,Sniper
2764,Benelli-Custom_127,Heavy
2765,M16-Carbon_5541,Equipment
2766,Benelli-Urban_6714,Pistol
2767,Barrett-Elite_5757,Heavy
2768,Kriss-Silver_6831,Shotgun
2769,G36-Short_1633,Heavy
2770,M4-Diamond_553,Shotgun
2771,MP9-Tactical_8564,Pistol
2772,Deagle-Urban_1149,Shotgun
2773,M16-Silenced_7373,Equipment
2774,Barrett-Long_2827,Rifle
2775,AWP-Short_6538,Grenade
2776,P90-Gold_8913,Heavy
2777,Benelli-Urban_6844,Equipment
2778,MP9-A1_3234,Equipment
2779,Mossberg-Camo_1592,Sniper
2780,Kriss-Urban_3904,Pistol
2781,M4-S_7373,Pistol
2782,AA12-Gold_9799,Equipment
2783,Galil-Elite_466,Grenade
2784,HK-Carbon_8268,Sniper
2785,L96-Pro_3027,Grenade
2786,FAL-A1_1960,Rifle
2787,UMP-Urban_9751,SMG
2788,Barrett-Pro_7722,Sniper
2789,USP-Silenced_5869,Rifle
2790,AK-Short_574,Equipment
2791,CheyTac-Tactical_8476,SMG
2792,SCAR-S_142,Heavy
2793,Remington-Elite_2511,Pistol
2794,AWP-Pro_2802,Equipment
2795,Beretta-A4_9911,Heavy
2796,Barrett-Diamond_2376,Shotgun
2797,Magnum-Compact_4420,Sniper
2798,Beretta-Long_4346,Rifle
2799,FAL-A1_6615,Heavy
2800,G36-S_7193,Equipment
2801,FAL-Urban_3893,Shotgun
2802,Thompson-Elite_3099,Grenade
2803,DSR-Silenced_1153,Grenade
2804,L96-Long_3475,SMG
2805,L96-Carbon_4118,SMG
2806,Magnum-Tactical_615,Pistol
2807,Remington-Pro_1812,Sniper
2808,Mac-Silver_9854,Rifle
2809,Kriss-S_6972,Heavy
2810,Benelli-Gold_6163,SMG
2811,CheyTac-Compact_3040,Sniper
2812,Uzi-Custom_2147,Equipment
2813,Vector-Pro_5947,Grenade
2814,Python-Long_5495,Rifle
2815,Magnum-A4_8289,Grenade
2816,Deagle-Carbon_2235,Shotgun
2817,FAL-Elite_8364,Grenade
2818,P90_2909,Equipment
2819,MP7-Camo_5317,Pistol
2820,Kriss-Silver_1553,Rifle
2821,AA12-Long_180,Equipment
2822,AA12-Tactical_3273,Pistol
2823,G36-Pro_2583,SMG
2824,HK-Silver_886,Grenade
2825,Kriss-Camo_9209,Grenade
2826,HK-Silver_1764,Grenade
2827,Thompson_6654,Grenade
2828,SCAR-Gold_3854,Shotgun
2829,AUG-Urban_5992,Equipment
2830,Sig-Custom_9504,Sniper
2831,Mossberg-Compact_3697,SMG
2832,Spas-Compact_6794,Sniper
2833,DSR-Urban_9581,SMG
2834,HK-Carbon_6821,SMG
2835,Sig-SD_2700,SMG
2836,Thompson-SD_197,Grenade
2837,Remington-Tactical_7699,Pistol
2838,Deagle-Pro_2039,Heavy
2839,Benelli-Pro_1137,Pistol
2840,P90-Short_7161,Rifle
2841,Sig-Silenced_2140,Pistol
2842,L96-Carbon_987,Rifle
2843,HK-Camo_7563,Rifle
2844,DSR-SD_746,Heavy
2845,MP7-Custom_1952,SMG
2846,G36-Desert_3031,SMG
2847,AA12-Elite_8055,Heavy
2848,Benelli-Long_6777,Heavy
2849,CheyTac-Pro_9108,SMG
2850,AWP-Diamond_8398,Heavy
2851,Glock_7026,SMG
2852,Barrett-Diamond_7003,Shotgun
2853,UMP-Silver_3856,SMG
2854,Python-Pro_7422,Rifle
2855,USP-S_2837,SMG
2856,FAL-S_3593,Equipment
2857,P90-Urban_9885,Equipment
2858,DSR-Camo_9730,Heavy
2859,UMP-Silver_5181,Heavy
2860,Galil-SD_7635,Grenade
2861,Python-Gold_9339,SMG
2862,Thompson-Custom_3608,Equipment
2863,SG-Gold_9033,Heavy
2864,SCAR-S_1155,Pistol
2865,AA12_4810,Shotgun
2866,USP-A4_1434,Rifle
2867,Spas_9625,Shotgun
2868,Spas-Short_4352,Grenade
2869,G36-Gold_6562,Heavy
2870,Glock-S_456,Pistol
2871,USP-Urban_9286,Rifle
2872,SG-Diamond_6309,Pistol
2873,USP-Silver_4604,Heavy
2874,Kriss-Tactical_5272,SMG
2875,Kriss-A4_3750,Grenade
2876,AUG-Desert_1889,Pistol
2877,Mac-Long_3943,Pistol
2878,Intervention-Diamond_8933,Sniper
2879,G36-Urban_4652,Shotgun
2880,FAL-Diamond_3082,SMG
2881,L96-Long_8088,Sniper
2882,Mossberg-Elite_8516,SMG
2883,Intervention-Tactical_4948,Shotgun
2884,Vector-Elite_1820,SMG
2885,L96-Short_2178,Grenade
2886,AA12-SD_5502,Rifle
2887,CheyTac-Elite_726,Equipment
2888,Glock-Silver_5294,SMG
2889,USP-Camo_6926,Equipment
2890,SCAR-Gold_5478,Sniper
2891,Remington_8363,Grenade
2892,Magnum-Diamond_6799,SMG
2893,Thompson-A4_4289,Grenade
2894,R8-Short_9022,Equipment
2895,Magnum-Diamond_8359,Sniper
2896,Remington-S_8380,Grenade
2897,UMP-Camo_2377,Heavy
2898,AK_7402,Heavy
2899,Deagle-Short_2157,Sniper
2900,AA12-Tactical_586,Heavy
2901,Magnum-Camo_1576,Equipment
2902,MP5-SD_5972,Equipment
2903,L96-Compact_9771,Heavy
2904,Remington-Pro_9643,Rifle
2905,P90-Diamond_5420,Shotgun
2906,Uzi-Elite_4045,Heavy
2907,G36-Pro_9959,Pistol
2908,R8-Urban_9553,Heavy
2909,Remington-Elite_8674,Grenade
2910,Uzi-Long_1797,Shotgun
2911,CheyTac-Custom_1050,Sniper
2912,G36-Desert_4892,SMG
2913,Barrett-A4_6992,Rifle
2914,M4-Silenced_2193,Pistol
2915,Python_5800,Heavy
2916,G36-SD_1451,Shotgun
2917,G36-Camo_5616,SMG
2918,Beretta-Urban_2807,Shotgun
2919,MP5-Silenced_889,Shotgun
2920,M16-S_8897,Rifle
2921,Deagle-SD_3452,Pistol
2922,AUG-Gold_2575,SMG
2923,Spas-SD_6291,SMG
2924,Intervention-Compact_40,Grenade
2925,Barrett-Diamond_9370,SMG
2926,G36-Custom_8847,Sniper
2927,FAL-Gold_5046,Shotgun
2928,M4-Gold_4023,Sniper
2929,AWP_9772,Rifle
2930,Magnum-Pro_8446,Rifle
2931,Galil-Desert_2174,SMG
2932,Vector-Silver_5396,Heavy
2933,Thompson-Gold_131,SMG
2934,Magnum-Urban_9890,Grenade
2935,MP5-Custom_2226,Rifle
2936,Glock-Silenced_3573,Heavy
2937,Galil-Compact_8230,Equipment
2938,Deagle-Long_8084,Equipment
2939,R8-S_8873,Pistol
2940,USP-Gold_1135,Rifle
2941,Python-Carbon_9956,Sniper
2942,M4-Silver_366,Grenade
2943,L96-Long_1600,Grenade
2944,MP9-SD_4440,Rifle
2945,Mossberg-Short_1253,Equipment
2946,Mac-Desert_1500,Shotgun
2947,Vector-Diamond_8247,Shotgun
2948,Barrett-Camo_8901,Equipment
2949,AUG-S_3142,Rifle
2950,L96-Short_142,Grenade
2951,M16-Pro_3328,Shotgun
2952,AA12-Tactical_9713,Equipment
2953,Uzi-A1_1517,Sniper
2954,Benelli-Custom_8678,SMG
2955,USP-Carbon_5963,Grenade
2956,Benelli-S_5561,Shotgun
2957,SG-Silenced_4681,Rifle
2958,FAL-Diamond_4868,Equipment
2959,Glock-Pro_715,Heavy
2960,Benelli-Pro_9379,Pistol
2961,HK-Camo_3493,Equipment
2962,Sig-Long_2782,SMG
2963,MP5-SD_755,Shotgun
2964,CheyTac-SD_6250,Equipment
2965,Mossberg-Custom_5115,Shotgun
2966,CheyTac-Gold_6021,Grenade
2967,Galil-Tactical_9176,Rifle
2968,M4-Pro_3283,Pistol
2969,R8-Carbon_856,Heavy
2970,R8-Diamond_6097,Pistol
2971,Kriss_2930,Grenade
2972,Sig-Camo_4775,Rifle
2973,Famas-SD_9458,Equipment
2974,AWP-Desert_3124,Shotgun
2975,Spas-A1_2108,Heavy
2976,Benelli-A1_1519,Equipment
2977,Kriss-Urban_1608,Heavy
2978,AA12-Custom_1147,Heavy
2979,FAL-SD_7698,Shotgun
2980,Remington-Silver_9851,Pistol
2981,Magnum-Pro_1770,Pistol
2982,Famas-S_157,Rifle
2983,Intervention-Carbon_2381,Pistol
2984,AWP-Urban_6609,Shotgun
2985,Vector-Pro_2027,Equipment
2986,AWP_4595,SMG
2987,Beretta-A4_5693,SMG
2988,M4-Tactical_3767,Rifle
2989,AWP_2061,Heavy
2990,Galil-SD_3326,Equipment
2991,Remington-Elite_7348,Pistol
2992,M4-Gold_6937,Equipment
2993,Thompson_7921,Equipment
2994,P90-Desert_897,Rifle
2995,FAL-A4_7662,Sniper
2996,AK-S_304,Equipment
2997,Famas-Pro_3362,Pistol
2998,DSR-Carbon_8648,Heavy
2999,Kriss-Long_8254,SMG
3000,Barrett-Urban_782,Pistol
3001,DSR-Short_1285,Heavy
3002,Thompson-Urban_6600,Equipment
3003,R8-Camo_8637,SMG
3004,SCAR-Desert_9716,SMG
3005,Intervention-Elite_4816,Pistol
3006,Glock-Silenced_9903,Sniper
3007,Deagle-Elite_8254,Equipment
3008,M16-Camo_2878,SMG
3009,AK-Short_6174,SMG
3010,MP9-A1_8137,SMG
3011,AK-A4_3285,Heavy
3012,MP5-Tactical_692,SMG
3013,SCAR-Camo_898,Grenade
3014,Mossberg-Compact_2145,SMG
3015,Barrett-Compact_6102,Heavy
3016,MP9-Silenced_7228,Shotgun
3017,Uzi-S_4522,Grenade
3018,AK-S_3667,Heavy
3019,MP9-Diamond_7132,Sniper
3020,Barrett-A1_9282,Equipment
3021,AWP-Gold_9349,Pistol
3022,USP-Diamond_1874,Pistol
3023,Sig-Elite_8128,Shotgun
3024,G36-Silenced_6686,Grenade
3025,Mac-A4_3012,SMG
3026,SCAR-Custom_6666,Grenade
3027,Uzi-Silver_5544,Sniper
3028,AA12-Elite_7727,Rifle
3029,MP5-A4_8672,Grenade
3030,Magnum-Diamond_5771,Shotgun
3031,Beretta-Silver_4663,Heavy
3032,Galil-SD_1436,Heavy
3033,Benelli-A1_1029,SMG
3034,Benelli-Camo_1104,Grenade
3035,Benelli-Desert_8816,Grenade
3036,Glock-Diamond_8394,Heavy
3037,P90-Pro_1564,Shotgun
3038,P90-SD_8263,Rifle
3039,CheyTac-SD_2218,Pistol
3040,MP5-SD_5038,SMG
3041,Magnum-Carbon_5039,Equipment
3042,MP5-Tactical_9239,SMG
3043,AWP-Tactical_5225,Pistol
3044,Intervention-Urban_1235,SMG
3045,Python-Camo_5594,SMG
3046,M4-Short_3664,SMG
3047,SCAR-A4_7718,Pistol
3048,Uzi_461,Heavy
3049,Spas-Urban_6419,Pistol
3050,MP9-Diamond_181,Shotgun
3051,CheyTac-SD_7290,Pistol
3052,L96-A4_4945,Heavy
3053,Beretta-Silenced_982,Shotgun
3054,SG-S_7648,Rifle
3055,Famas_3837,Shotgun
3056,Spas-Silenced_2933,Grenade
3057,Thompson-Desert_7058,Sniper
3058,AWP-Long_5465,Heavy
3059,P90_8132,Equipment
3060,Vector-Carbon_9424,Shotgun
3061,Glock-S_3813,SMG
3062,P90-Silver_9333,Shotgun
3063,Barrett-Compact_2942,Shotgun
3064,CheyTac-A4_7474,Grenade
3065,Spas-Short_6134,Sniper
3066,R8-Custom_6108,Equipment
3067,Deagle-Long_9713,Pistol
3068,CheyTac-Urban_3159,Sniper
3069,Mossberg-Tactical_6412,Rifle
3070,Sig-Gold_1251,Rifle
3071,SCAR-Diamond_8158,Grenade
3072,MP5-Urban_3205,Heavy
3073,Remington-Silenced_1197,Rifle
3074,Spas-A4_7392,SMG
3075,AA12-A1_1501,Heavy
3076,Beretta-S_1982,Grenade
3077,MP7-Desert_5899,Rifle
3078,Intervention_3566,Pistol
3079,HK-Custom_8392,SMG
3080,Magnum-Pro_73,Sniper
3081,Kriss-A1_2105,SMG
3082,Remington-Carbon_2572,SMG
3083,CheyTac-Tactical_8162,Rifle
3084,MP5-Camo_8865,Heavy
3085,Glock-A1_5473,Equipment
3086,Spas-S_813,Sniper
3087,Famas-Tactical_5943,Pistol
